MachineName,FolderName,SizeKB,LastWriteTime
THINKSTATION09,csrepair,807865.8,2026-05-18 23:21:18
THINKSTATION09,installer,2987553.8,2025-10-29 15:59:28
THINKSTATION09,itiadmin,4195.2,2025-10-29 15:59:28
THINKSTATION09,Public,0,2025-10-29 10:59:22
