MachineName,FolderName,SizeKB,LastWriteTime
MECHSHOPPARTS01,adm-jlennox,5054.3,2025-08-07 10:36:57
MECHSHOPPARTS01,deborah.mays,4195.2,2026-05-06 08:24:51
MECHSHOPPARTS01,installer,1306970.3,2026-05-06 14:08:11
MECHSHOPPARTS01,MarcA,0,2026-05-18 19:21:56
MECHSHOPPARTS01,mason.gilmer,1862622.5,2026-03-03 10:23:07
MECHSHOPPARTS01,noah.b,119621,2026-05-18 19:32:36
MECHSHOPPARTS01,Paige.L,11686.9,2026-05-11 11:32:14
MECHSHOPPARTS01,Public,0,2025-10-07 13:19:43
