MachineName,FolderName,SizeKB,LastWriteTime
MECHSHOPTECH,administrator,4195.3,2025-11-19 09:24:35
MECHSHOPTECH,csadmin,0,2025-11-19 09:23:35
MECHSHOPTECH,csrepair,1010529.4,2026-03-27 19:29:28
MECHSHOPTECH,installer,2250348.2,2025-11-19 09:23:41
MECHSHOPTECH,ITIAdmin,224055.3,2025-11-19 09:24:11
MECHSHOPTECH,mason.gilmer,4197.6,2025-11-19 09:22:59
MECHSHOPTECH,Public,0,2025-11-19 12:09:02
MECHSHOPTECH,Remote Support,4195.3,2025-11-19 09:23:24
